#EDL	Date	20.11.2014	Local Time	16:24:19	H-100 T-2.06	
Rate (Hz)	Main array	
128.000000	element_1	element_2
Time	Gauge	Gauge
s	m	m
06:27:32.703	0.00098280	-0.00173781
06:27:32.711	0.00108187	-0.00195348
06:27:32.719	0.00108187	-0.00173781
06:27:32.727	0.00114791	-0.00164538
06:27:32.734	0.00111489	-0.00173781
06:27:32.742	0.00101582	-0.00186105
06:27:32.750	0.00114791	-0.00170700
06:27:32.758	0.00091676	-0.00186105
06:27:32.766	0.00118093	-0.00201510
06:27:32.773	0.00114791	-0.00201510
06:27:32.781	0.00121395	-0.00204591
06:27:32.789	0.00108187	-0.00201510
06:27:32.797	0.00114791	-0.00201510
06:27:32.805	0.00137906	-0.00198429
06:27:32.813	0.00104885	-0.00204591
06:27:32.820	0.00124697	-0.00201510
06:27:32.828	0.00134604	-0.00219996
06:27:32.836	0.00114791	-0.00204591
