#EDL	Date	21.11.2014	Local Time	 9:58:56	H-200 T-3.00	
Rate (Hz)	Main array	
128.000000	element_1	element_2
Time	Gauge	Gauge
s	m	m
00:47:15.828	-0.00165872	0.01663267
00:47:15.836	-0.00188983	0.01706436
00:47:15.844	-0.00185682	0.01712603
00:47:15.852	-0.00188983	0.01728022
00:47:15.859	-0.00162570	0.01749607
00:47:15.867	-0.00188983	0.01765025
00:47:15.875	-0.00185682	0.01786611
00:47:15.883	-0.00179078	0.01817448
00:47:15.891	-0.00179078	0.01808197
00:47:15.898	-0.00185682	0.01823616
00:47:15.906	-0.00222000	0.01851369
00:47:15.914	-0.00182380	0.01860621
00:47:15.922	-0.00205492	0.01863704
00:47:15.930	-0.00185682	0.01876040
