#EDL	Date	21.11.2014	Local Time	10:23:44	H-200 T-4.74	
Rate (Hz)	Main array	
128.000000	element_1	element_2
Time	Gauge	Gauge
s	m	m
01:12:00.617	0.00075166	0.00152835
01:12:00.625	0.00075166	0.00165161
01:12:00.633	0.00075166	0.00205221
01:12:00.641	0.00098280	0.00168243
01:12:00.648	0.00098280	0.00183650
01:12:00.656	0.00081770	0.00165161
01:12:00.664	0.00088374	0.00158998
01:12:00.672	0.00094978	0.00189813
01:12:00.680	0.00088374	0.00177487
01:12:00.688	0.00094978	0.00158998
01:12:00.695	0.00088374	0.00174406
01:12:00.703	0.00078468	0.00180569
01:12:00.711	0.00078468	0.00180569
01:12:00.719	0.00075166	0.00189813
01:12:00.727	0.00078468	0.00165161
01:12:00.734	0.00078468	0.00152835
01:12:00.742	0.00068562	0.00189813
01:12:00.750	0.00075166	0.00162080
01:12:00.758	0.00085072	0.00168243
01:12:00.766	0.00061958	0.00177487
01:12:00.773	0.00035541	0.00180569
01:12:00.781	0.00058656	0.00177487
01:12:00.789	0.00052051	0.00165161
01:12:00.797	0.00028937	0.00168243
01:12:00.805	0.00048749	0.00155917
01:12:00.813	0.00028937	0.00180569
01:12:00.820	0.00038843	0.00171324
01:12:00.828	0.00015729	0.00177487
01:12:00.836	0.00012427	0.00158998
01:12:00.844	0.00012427	0.00183650
01:12:00.852	0.00012427	0.00162080
01:12:00.859	0.00005824	0.00171324
01:12:00.867	0.00015729	0.00183650
01:12:00.875	0.00012427	0.00149754
01:12:00.883	-0.00007384	0.00202140
01:12:00.891	0.00005824	0.00165161
01:12:00.898	0.00009125	0.00177487
01:12:00.906	0.00009125	0.00165161
01:12:00.914	-0.00000780	0.00165161
01:12:00.922	-0.00000780	0.00180569
01:12:00.930	-0.00013988	0.00180569
01:12:00.938	0.00005824	0.00171324
01:12:00.945	-0.00007384	0.00177487
01:12:00.953	-0.00004082	0.00205221
01:12:00.961	-0.00020592	0.00205221
01:12:00.969	-0.00004082	0.00214466
01:12:00.977	0.00012427	0.00220629
01:12:00.984	-0.00017290	0.00202140
01:12:00.992	0.00002522	0.00245282
01:12:01.000	0.00002522	0.00229874
01:12:01.008	0.00019031	0.00257608
01:12:01.016	0.00022333	0.00266853
01:12:01.023	-0.00004082	0.00273017
01:12:01.031	0.00019031	0.00279180
01:12:01.039	0.00015729	0.00294588
01:12:01.047	0.00022333	0.00294588
01:12:01.055	0.00025635	0.00325406
01:12:01.063	0.00028937	0.00340814
01:12:01.070	0.00045447	0.00340814
01:12:01.078	0.00045447	0.00325406
01:12:01.086	0.00065260	0.00343896
01:12:01.094	0.00042145	0.00390123
01:12:01.102	0.00061958	0.00396287
01:12:01.109	0.00068562	0.00393205
01:12:01.117	0.00071864	0.00405532
01:12:01.125	0.00085072	0.00417859
01:12:01.133	0.00061958	0.00454842
01:12:01.141	0.00085072	0.00448678
01:12:01.148	0.00101582	0.00457924
01:12:01.156	0.00104885	0.00470252
01:12:01.164	0.00101582	0.00501071
01:12:01.172	0.00127999	0.00513399
01:12:01.180	0.00118093	0.00519563
01:12:01.188	0.00118093	0.00507235
01:12:01.195	0.00134604	0.00553465
01:12:01.203	0.00134604	0.00550383
01:12:01.211	0.00154417	0.00587368
01:12:01.219	0.00151115	0.00581204
01:12:01.227	0.00151115	0.00578121
01:12:01.234	0.00134604	0.00627435
01:12:01.242	0.00124697	0.00612025
01:12:01.250	0.00161021	0.00602778
01:12:01.258	0.00157719	0.00621271
01:12:01.266	0.00167626	0.00618189
01:12:01.273	0.00134604	0.00655175
01:12:01.281	0.00151115	0.00645928
01:12:01.289	0.00167626	0.00636682
01:12:01.297	0.00177532	0.00642846
01:12:01.305	0.00141208	0.00649010
01:12:01.313	0.00170928	0.00667503
01:12:01.320	0.00161021	0.00655175
01:12:01.328	0.00174230	0.00655175
01:12:01.336	0.00177532	0.00670585
01:12:01.344	0.00164323	0.00679832
01:12:01.352	0.00154417	0.00661339
01:12:01.359	0.00177532	0.00682914
01:12:01.367	0.00161021	0.00682914
01:12:01.375	0.00151115	0.00685997
01:12:01.383	0.00161021	0.00695243
01:12:01.391	0.00151115	0.00701408
01:12:01.398	0.00167626	0.00692161
01:12:01.406	0.00151115	0.00692161
01:12:01.414	0.00164323	0.00710654
01:12:01.422	0.00167626	0.00707572
01:12:01.430	0.00157719	0.00704490
01:12:01.438	0.00164323	0.00673668
01:12:01.445	0.00161021	0.00689079
01:12:01.453	0.00154417	0.00726066
01:12:01.461	0.00151115	0.00722983
01:12:01.469	0.00144510	0.00716819
01:12:01.477	0.00137906	0.00707572
01:12:01.484	0.00144510	0.00738395
01:12:01.492	0.00141208	0.00732230
01:12:01.500	0.00151115	0.00732230
01:12:01.508	0.00141208	0.00735312
01:12:01.516	0.00137906	0.00750724
01:12:01.523	0.00137906	0.00753806
01:12:01.531	0.00144510	0.00756889
01:12:01.539	0.00147812	0.00772300
01:12:01.547	0.00141208	0.00772300
01:12:01.555	0.00124697	0.00806206
01:12:01.563	0.00147812	0.00784630
01:12:01.570	0.00137906	0.00809288
01:12:01.578	0.00131302	0.00827783
01:12:01.586	0.00137906	0.00849360
01:12:01.594	0.00124697	0.00855525
01:12:01.602	0.00134604	0.00861690
01:12:01.609	0.00141208	0.00874019
01:12:01.617	0.00151115	0.00883267
01:12:01.625	0.00127999	0.00895597
01:12:01.633	0.00147812	0.00914092
01:12:01.641	0.00127999	0.00932587
01:12:01.648	0.00134604	0.00941835
01:12:01.656	0.00141208	0.00966495
01:12:01.664	0.00134604	0.00988073
01:12:01.672	0.00154417	0.01006569
01:12:01.680	0.00144510	0.01012735
01:12:01.688	0.00144510	0.01021983
01:12:01.695	0.00154417	0.01046644
01:12:01.703	0.00144510	0.01089802
01:12:01.711	0.00154417	0.01080554
01:12:01.719	0.00144510	0.01105216
01:12:01.727	0.00180834	0.01089802
01:12:01.734	0.00164323	0.01145293
01:12:01.742	0.00177532	0.01145293
01:12:01.750	0.00174230	0.01157624
01:12:01.758	0.00187439	0.01160707
01:12:01.766	0.00184137	0.01188453
01:12:01.773	0.00197346	0.01225448
01:12:01.781	0.00194043	0.01219282
01:12:01.789	0.00213857	0.01203867
