VARIABLES="Period (s)" "|Fx| (N/m)" "|Fy| (N/m)" "|Fz| (N/m)" "|Cx| (N)" "|Cy| (N)" "|Cz| (N)" "ang(Fx) (°)" "ang(Fy) (°)" "ang(Fz) (°)" "ang(Cx) (°)" "ang(Cy) (°)" "ang(Cz) (°)"
Zone t="Corps  1"
Zone t="Diffraction force - beta =   0.000 deg",I=    75,F=POINT
90.1135  0.242718E+01  0.304651E-06  0.494356E+00  0.119389E-06  0.328497E+00  0.313124E-13  -91.05   25.73 -180.58 -176.41  -91.06    5.06
91.8081  0.123783E+01  0.116793E-05  0.466395E+01  0.127203E-07  0.167953E+00  0.396490E-14 -269.82 -178.87    0.22 -204.99 -269.82   32.86
93.5027  0.298956E+00  0.100562E-06  0.858385E+00  0.103055E-06  0.404819E-01  0.213939E-12 -269.90   -8.76   -0.08    1.65 -269.90 -269.57
95.1973  0.127435E-01  0.296318E-06  0.210037E+01  0.115568E-06  0.158400E-02  0.172884E-13 -268.77 -184.89 -180.14   -0.34 -268.65   64.75
96.8919  0.293992E+00  0.438617E-06  0.202053E+01  0.650975E-07  0.396917E-01  0.205814E-13   89.79    1.03 -180.35   -0.02   89.79 -105.08
98.5865  0.249505E+00  0.133237E-07  0.154372E+00  0.798227E-08  0.337783E-01  0.498398E-13  -90.46 -182.66 -180.44    8.51  -90.46  -94.19
*******  0.117695E+01  0.130533E-07  0.771797E+00  0.417531E-08  0.159499E+00  0.191610E-13   89.42   -7.09   -0.59 -192.31   89.42  -22.29
*******  0.701941E+00  0.141654E-06  0.124974E+01  0.130768E-07  0.950078E-01  0.547079E-14   89.61   -9.57 -180.40 -180.85   89.61 -121.08
*******  0.239787E+00  0.210122E-07  0.154889E-01  0.873464E-09  0.324407E-01  0.250143E-13  -90.70 -193.59 -181.48   -9.67  -90.70   88.69
*******  0.844982E+00  0.216114E-07  0.135853E+01  0.249957E-07  0.114435E+00  0.375452E-13   89.56  -45.44 -180.47 -181.93   89.56  -88.73
*******  0.778697E+00  0.612420E-08  0.101669E+00  0.548517E-08  0.105539E+00  0.199186E-13  -89.98 -237.28 -179.99   17.74  -89.98   81.56
*******  0.145514E+00  0.238474E-07  0.134361E+00  0.501091E-08  0.197214E-01  0.306758E-14   89.98   -2.78 -180.03   -0.94   89.98 -244.95
*******  0.152731E+00  0.802411E-07  0.368505E+00  0.266467E-08  0.206772E-01  0.210401E-14  -90.04   -1.21   -0.04 -182.00  -90.04 -263.47
*******  0.259298E+00  0.287914E-07  0.245951E+00  0.117599E-07  0.351463E-01  0.194616E-13   89.96    2.78   -0.04   -0.43   89.96  -82.22
*******  0.275807E+00  0.735618E-07  0.268977E+00  0.325951E-08  0.373958E-01  0.272372E-14  -90.04   -1.27 -180.04  -10.34  -90.04  -47.71
*******  0.431723E-01  0.181003E-08  0.670936E-01  0.614504E-09  0.584803E-02  0.571052E-14  -90.01  -60.77   -0.01 -201.87  -90.01   68.89
*******  0.938967E-02  0.178605E-07  0.162233E+00  0.189217E-08  0.128086E-02  0.156981E-14  -89.99 -182.41 -180.00 -176.39  -89.99  -61.33
*******  0.678160E-01  0.275015E-07  0.879706E-01  0.469011E-08  0.919578E-02  0.849549E-14  -90.00 -176.09 -180.00    0.21  -90.00   89.18
*******  0.154161E-01  0.823228E-08  0.104835E-01  0.255059E-08  0.208546E-02  0.170671E-15  -90.00   -3.00 -180.00 -179.59  -90.00 -196.16
*******  0.969381E-01  0.235844E-08  0.408543E-01  0.375472E-09  0.131437E-01  0.978864E-15  -90.00  -35.64 -180.00   81.87  -90.00 -265.96
*******  0.127428E+00  0.510351E-08  0.521319E-01  0.109233E-08  0.172768E-01  0.283908E-14   90.00  -14.75    0.00    3.20   90.00   85.58
*******  0.371844E-01  0.120612E-08  0.551423E-01  0.113512E-08  0.503870E-02  0.284330E-14  -90.00 -161.68    0.00   -1.51  -90.00   89.55
